DetailID,OrderID,ProductID,Quantity,UnitPrice
5654,1416,58,2,66996
5655,1417,85,3,49747
5656,1417,15,5,59265
5657,1417,88,3,82751
5658,1417,79,1,37051
5659,1417,56,4,13545
5660,1418,73,4,58762
5661,1418,59,2,68303
5662,1418,42,4,44615
5663,1419,63,1,59829
5664,1419,52,5,47423
5665,1419,26,2,47395
5666,1419,70,1,16773
5667,1420,21,3,33591
5668,1420,17,1,32785
5669,1420,11,5,42580
5670,1421,60,2,91851
5671,1421,91,1,87573
5672,1421,22,2,20870
5673,1421,40,2,63117
5674,1421,37,2,31314
5675,1422,27,3,85161
5676,1422,75,4,31489
5677,1422,12,5,31257
5678,1422,63,5,59829
5679,1422,57,3,87341
5680,1423,13,2,60825
5681,1423,7,5,51167
5682,1423,74,1,60296
5683,1423,17,1,32785
5684,1423,11,5,42580
5685,1424,88,3,82751
5686,1424,8,5,71394
5687,1424,23,4,13902
5688,1424,67,3,71990
5689,1425,99,5,64203
5690,1425,9,1,24385
5691,1425,35,1,27106
5692,1425,54,2,55716
5693,1425,91,1,87573
5694,1426,83,5,57341
5695,1426,54,1,55716
5696,1426,99,2,64203
5697,1426,93,2,25266
5698,1426,21,3,33591
5699,1427,51,4,22310
5700,1427,29,4,27367
5701,1427,11,5,42580
5702,1428,74,1,60296
5703,1428,14,3,61112
5704,1428,83,5,57341
5705,1429,86,1,33028
5706,1429,30,1,22486
5707,1429,88,2,82751
5708,1430,31,3,25080
5709,1430,74,3,60296
5710,1430,48,2,56186
5711,1431,26,3,47395
5712,1431,6,3,23328
5713,1431,29,3,27367
5714,1431,12,1,31257
5715,1431,44,5,55170
5716,1432,89,3,99643
5717,1432,85,3,49747
5718,1432,40,1,63117
5719,1433,51,3,22310
5720,1433,57,2,87341
5721,1433,32,3,82134
5722,1434,22,5,20870
5723,1434,98,5,88669
5724,1434,39,2,30610
5725,1434,24,2,96972
5726,1434,33,3,67163
5727,1435,82,2,40303
5728,1435,60,5,91851
5729,1435,6,4,23328
5730,1435,3,3,92869
5731,1435,11,1,42580
5732,1436,93,3,25266
5733,1436,75,4,31489
5734,1436,78,3,21761
5735,1436,70,5,16773
5736,1437,9,1,24385
5737,1437,99,4,64203
5738,1437,4,1,72183
5739,1438,56,1,13545
5740,1438,96,5,93706
5741,1438,50,4,53007
5742,1438,1,2,77345
5743,1439,82,3,40303
5744,1439,73,5,58762
5745,1439,87,1,47322
5746,1439,92,5,43974
5747,1439,49,2,86790
5748,1440,8,1,71394
5749,1440,74,5,60296
5750,1440,42,2,44615
5751,1441,52,5,47423
5752,1441,32,2,82134
5753,1441,63,1,59829
5754,1441,36,3,50269
5755,1442,16,1,21730
5756,1442,54,5,55716
5757,1442,61,2,83461
5758,1442,99,3,64203
5759,1442,94,5,54643
5760,1443,38,5,89599
5761,1443,71,5,62771
5762,1443,99,2,64203
5763,1444,23,1,13902
5764,1444,88,1,82751
5765,1444,4,2,72183
5766,1444,54,2,55716
5767,1445,53,4,58950
5768,1445,3,1,92869
5769,1445,51,5,22310
5770,1445,72,3,53594
5771,1445,76,4,95956
5772,1446,32,2,82134
5773,1446,35,3,27106
5774,1446,84,5,78759
5775,1446,20,5,13940
5776,1446,24,4,96972
5777,1447,96,2,93706
5778,1447,88,4,82751
5779,1447,50,3,53007
5780,1448,39,5,30610
5781,1448,12,3,31257
5782,1448,80,5,14416
5783,1448,74,2,60296
5784,1448,100,2,55240
5785,1449,24,2,96972
5786,1449,10,5,15030
5787,1449,57,2,87341
5788,1449,13,2,60825
5789,1450,21,4,33591
5790,1450,49,1,86790
5791,1450,90,3,99988
5792,1450,100,4,55240
5793,1451,33,1,67163
5794,1451,88,5,82751
5795,1451,19,5,24844
5796,1452,80,4,14416
5797,1452,24,1,96972
5798,1452,69,4,66333
5799,1452,94,1,54643
5800,1452,76,5,95956
5801,1453,64,3,18863
5802,1453,24,1,96972
5803,1453,36,1,50269
5804,1453,100,2,55240
5805,1453,76,5,95956
5806,1454,51,2,22310
5807,1454,61,1,83461
5808,1454,9,2,24385
5809,1455,35,1,27106
5810,1455,48,2,56186
5811,1455,98,2,88669
5812,1455,42,1,44615
5813,1456,41,2,16916
5814,1456,23,4,13902
5815,1456,56,4,13545
5816,1456,20,3,13940
5817,1457,55,1,50282
5818,1457,59,4,68303
5819,1457,88,4,82751
5820,1457,74,2,60296
5821,1457,89,1,99643
5822,1458,49,3,86790
5823,1458,87,4,47322
5824,1458,51,3,22310
5825,1459,68,5,92995
5826,1459,86,5,33028
5827,1459,62,4,39951
5828,1459,50,1,53007
5829,1459,1,1,77345
5830,1460,52,4,47423
5831,1460,4,5,72183
5832,1460,33,4,67163
5833,1460,46,1,39246
5834,1460,7,2,51167
5835,1461,11,4,42580
5836,1461,1,5,77345
5837,1461,58,3,66996
5838,1461,76,3,95956
5839,1461,91,5,87573
5840,1462,29,5,27367
5841,1462,31,3,25080
5842,1462,70,1,16773
5843,1463,100,4,55240
5844,1463,92,2,43974
5845,1463,18,3,49881
5846,1463,3,3,92869
5847,1464,30,1,22486
5848,1464,69,3,66333
5849,1464,90,2,99988
5850,1465,44,2,55170
5851,1465,21,2,33591
5852,1465,23,4,13902
5853,1466,69,4,66333
5854,1466,68,4,92995
5855,1466,12,1,31257
5856,1467,21,5,33591
5857,1467,43,1,37544
5858,1467,57,2,87341
5859,1467,1,4,77345
5860,1468,20,4,13940
5861,1468,15,5,59265
5862,1468,27,2,85161
5863,1468,29,4,27367
5864,1468,92,5,43974
5865,1469,11,4,42580
5866,1469,40,4,63117
5867,1469,57,4,87341
5868,1469,26,3,47395
5869,1470,6,1,23328
5870,1470,54,5,55716
5871,1470,30,2,22486
5872,1470,24,4,96972
5873,1471,85,5,49747
5874,1471,95,2,10177
5875,1471,81,1,69446
5876,1471,49,1,86790
5877,1471,42,3,44615
5878,1472,74,5,60296
5879,1472,99,3,64203
5880,1472,56,4,13545
5881,1472,46,2,39246
5882,1473,37,1,31314
5883,1473,9,1,24385
5884,1473,53,5,58950
5885,1473,92,4,43974
5886,1474,39,5,30610
5887,1474,93,3,25266
5888,1474,46,5,39246
5889,1474,6,2,23328
5890,1474,67,2,71990
5891,1475,19,5,24844
5892,1475,7,1,51167
5893,1475,4,5,72183
5894,1475,76,3,95956
5895,1476,41,5,16916
5896,1476,88,1,82751
5897,1476,83,5,57341
5898,1477,18,2,49881
5899,1477,70,2,16773
5900,1477,15,1,59265
5901,1477,59,4,68303
5902,1477,88,1,82751
5903,1478,60,5,91851
5904,1478,7,5,51167
5905,1478,8,3,71394
5906,1478,82,4,40303
5907,1479,24,2,96972
5908,1479,83,2,57341
5909,1479,94,4,54643
5910,1479,59,5,68303
5911,1479,96,1,93706
5912,1480,61,1,83461
5913,1480,100,1,55240
5914,1480,11,1,42580
5915,1480,45,2,89685
5916,1480,44,5,55170
5917,1481,97,4,24578
5918,1481,96,5,93706
5919,1481,17,1,32785
5920,1482,8,3,71394
5921,1482,50,2,53007
5922,1482,13,2,60825
5923,1482,87,5,47322
5924,1482,99,5,64203
5925,1483,6,4,23328
5926,1483,69,4,66333
5927,1483,33,1,67163
5928,1483,3,2,92869
5929,1483,34,1,71809
5930,1484,32,4,82134
5931,1484,66,5,21309
5932,1484,54,3,55716
5933,1484,35,1,27106
5934,1484,68,1,92995
5935,1485,70,3,16773
5936,1485,62,1,39951
5937,1485,85,5,49747
5938,1486,41,5,16916
5939,1486,25,5,95530
5940,1486,19,3,24844
5941,1486,32,3,82134
5942,1487,59,3,68303
5943,1487,99,3,64203
5944,1487,37,4,31314
5945,1487,52,2,47423
5946,1488,13,4,60825
5947,1488,25,4,95530
5948,1488,14,4,61112
5949,1488,52,3,47423
5950,1489,23,1,13902
5951,1489,80,5,14416
5952,1489,13,5,60825
5953,1490,87,3,47322
5954,1490,1,5,77345
5955,1490,17,1,32785
5956,1490,57,4,87341
5957,1491,37,5,31314
5958,1491,67,1,71990
5959,1491,42,5,44615
5960,1491,74,4,60296
5961,1492,9,3,24385
5962,1492,17,5,32785
5963,1492,32,5,82134
5964,1492,37,3,31314
5965,1492,82,5,40303
5966,1493,64,4,18863
5967,1493,73,1,58762
5968,1493,58,1,66996
5969,1493,79,4,37051
5970,1493,71,5,62771
5971,1494,9,3,24385
5972,1494,90,5,99988
5973,1494,76,5,95956
5974,1494,11,4,42580
5975,1494,26,1,47395
5976,1495,28,2,53426
5977,1495,36,3,50269
5978,1495,87,1,47322
5979,1496,47,1,38951
5980,1496,23,5,13902
5981,1496,94,5,54643
5982,1496,74,2,60296
5983,1497,78,4,21761
5984,1497,5,4,35124
5985,1497,19,3,24844
5986,1498,70,1,16773
5987,1498,61,5,83461
5988,1498,10,2,15030
5989,1498,72,4,53594
5990,1498,3,4,92869
5991,1499,72,5,53594
5992,1499,13,5,60825
5993,1499,58,2,66996
5994,1499,29,3,27367
5995,1500,83,5,57341
5996,1500,8,3,71394
5997,1500,39,2,30610
5998,1500,31,4,25080
5999,1501,67,4,71990
6000,1501,20,4,13940
6001,1501,81,2,69446
6002,1502,12,2,31257
6003,1502,65,1,95196
6004,1502,15,3,59265
6005,1502,19,1,24844
6006,1503,38,5,89599
6007,1503,32,3,82134
6008,1503,82,2,40303
6009,1504,19,5,24844
6010,1504,55,2,50282
6011,1504,10,5,15030
6012,1504,45,2,89685
6013,1505,28,3,53426
6014,1505,15,2,59265
6015,1505,29,2,27367
6016,1505,51,2,22310
6017,1505,14,3,61112
6018,1506,73,5,58762
6019,1506,42,1,44615
6020,1506,40,3,63117
6021,1506,67,2,71990
6022,1507,44,1,55170
6023,1507,41,5,16916
6024,1507,55,4,50282
6025,1507,62,1,39951
6026,1508,80,4,14416
6027,1508,45,3,89685
6028,1508,9,5,24385
6029,1508,46,2,39246
6030,1509,18,1,49881
6031,1509,20,2,13940
6032,1509,10,1,15030
6033,1509,2,4,16956
6034,1509,67,5,71990
6035,1510,6,5,23328
6036,1510,11,4,42580
6037,1510,59,2,68303
6038,1510,41,3,16916
6039,1511,25,5,95530
6040,1511,87,5,47322
6041,1511,30,1,22486
6042,1511,39,5,30610
6043,1512,3,5,92869
6044,1512,38,2,89599
6045,1512,34,1,71809
6046,1512,86,3,33028
6047,1512,81,2,69446
6048,1513,64,1,18863
6049,1513,61,3,83461
6050,1513,88,4,82751
6051,1514,77,1,62543
6052,1514,47,3,38951
6053,1514,20,3,13940
6054,1514,50,1,53007
6055,1515,39,3,30610
6056,1515,14,2,61112
6057,1515,54,3,55716
6058,1516,61,2,83461
6059,1516,32,3,82134
6060,1516,3,3,92869
6061,1516,48,5,56186
6062,1517,99,5,64203
6063,1517,86,4,33028
6064,1517,57,3,87341
6065,1518,17,3,32785
6066,1518,41,2,16916
6067,1518,25,1,95530
6068,1518,40,1,63117
6069,1519,50,1,53007
6070,1519,83,2,57341
6071,1519,41,4,16916
6072,1519,11,4,42580
6073,1519,57,5,87341
6074,1520,22,2,20870
6075,1520,26,4,47395
6076,1520,50,2,53007
6077,1520,46,2,39246
6078,1520,44,5,55170
6079,1521,79,1,37051
6080,1521,92,1,43974
6081,1521,31,3,25080
6082,1521,89,5,99643
6083,1522,29,1,27367
6084,1522,75,5,31489
6085,1522,66,3,21309
6086,1522,18,1,49881
6087,1523,13,1,60825
6088,1523,49,3,86790
6089,1523,89,5,99643
6090,1523,83,3,57341
6091,1524,2,3,16956
6092,1524,35,5,27106
6093,1524,43,2,37544
6094,1524,53,5,58950
6095,1525,41,1,16916
6096,1525,21,1,33591
6097,1525,89,3,99643
6098,1525,60,5,91851
6099,1526,4,5,72183
6100,1526,36,2,50269
6101,1526,99,3,64203
6102,1526,96,2,93706
6103,1526,39,5,30610
6104,1527,75,1,31489
6105,1527,50,2,53007
6106,1527,95,1,10177
6107,1527,10,1,15030
6108,1528,56,3,13545
6109,1528,13,3,60825
6110,1528,85,5,49747
6111,1528,68,2,92995
6112,1528,78,2,21761
6113,1529,30,4,22486
6114,1529,21,1,33591
6115,1529,15,4,59265
6116,1529,4,4,72183
6117,1530,86,2,33028
6118,1530,22,3,20870
6119,1530,25,4,95530
6120,1531,8,4,71394
6121,1531,6,4,23328
6122,1531,66,1,21309
6123,1531,61,5,83461
6124,1532,15,4,59265
6125,1532,71,1,62771
6126,1532,52,4,47423
6127,1532,16,1,21730
6128,1532,94,1,54643
6129,1533,69,5,66333
6130,1533,34,2,71809
6131,1533,59,3,68303
6132,1534,4,3,72183
6133,1534,2,5,16956
6134,1534,94,2,54643
6135,1534,76,1,95956
6136,1535,91,5,87573
6137,1535,70,3,16773
6138,1535,59,1,68303
6139,1535,72,3,53594
6140,1536,82,2,40303
6141,1536,57,3,87341
6142,1536,61,4,83461
6143,1536,42,5,44615
6144,1537,48,1,56186
6145,1537,15,1,59265
6146,1537,8,2,71394
6147,1537,83,4,57341
6148,1538,46,4,39246
6149,1538,65,4,95196
6150,1538,83,1,57341
6151,1538,92,2,43974
6152,1539,85,1,49747
6153,1539,88,4,82751
6154,1539,91,5,87573
6155,1539,97,4,24578
6156,1539,67,3,71990
6157,1540,18,2,49881
6158,1540,8,5,71394
6159,1540,13,1,60825
6160,1541,99,3,64203
6161,1541,100,1,55240
6162,1541,10,1,15030
6163,1541,94,5,54643
6164,1542,81,2,69446
6165,1542,84,1,78759
6166,1542,39,5,30610
6167,1542,87,2,47322
6168,1542,15,3,59265
6169,1543,23,2,13902
6170,1543,43,2,37544
6171,1543,91,1,87573
6172,1544,45,5,89685
6173,1544,81,5,69446
6174,1544,54,5,55716
6175,1544,57,1,87341
6176,1544,30,4,22486
6177,1545,11,1,42580
6178,1545,78,5,21761
6179,1545,58,3,66996
6180,1545,99,5,64203
6181,1545,31,2,25080
6182,1546,34,5,71809
6183,1546,92,4,43974
6184,1546,61,1,83461
6185,1547,5,3,35124
6186,1547,47,4,38951
6187,1547,6,3,23328
6188,1547,2,4,16956
6189,1548,1,5,77345
6190,1548,54,3,55716
6191,1548,94,3,54643
6192,1548,62,4,39951
6193,1549,23,3,13902
6194,1549,45,1,89685
6195,1549,58,3,66996
6196,1550,93,3,25266
6197,1550,47,1,38951
6198,1550,63,1,59829
6199,1550,15,2,59265
6200,1550,66,2,21309
6201,1551,18,5,49881
6202,1551,56,2,13545
6203,1551,75,1,31489
6204,1551,21,2,33591
6205,1551,95,1,10177
6206,1552,1,2,77345
6207,1552,68,2,92995
6208,1552,32,5,82134
6209,1553,37,4,31314
6210,1553,90,5,99988
6211,1553,6,1,23328
6212,1553,51,1,22310
6213,1554,83,3,57341
6214,1554,54,2,55716
6215,1554,38,5,89599
6216,1554,55,2,50282
6217,1554,20,4,13940
6218,1555,23,5,13902
6219,1555,35,3,27106
6220,1555,6,4,23328
6221,1555,87,2,47322
6222,1556,65,1,95196
6223,1556,95,5,10177
6224,1556,33,4,67163
6225,1556,88,5,82751
6226,1557,90,1,99988
6227,1557,6,5,23328
6228,1557,45,2,89685
6229,1557,79,1,37051
6230,1557,87,5,47322
6231,1558,80,5,14416
6232,1558,30,4,22486
6233,1558,98,1,88669
6234,1558,66,2,21309
6235,1559,94,4,54643
6236,1559,78,4,21761
6237,1559,34,4,71809
6238,1560,6,5,23328
6239,1560,91,3,87573
6240,1560,21,4,33591
6241,1560,99,1,64203
6242,1560,65,5,95196
6243,1561,61,2,83461
6244,1561,11,5,42580
6245,1561,94,2,54643
6246,1561,89,4,99643
6247,1562,50,1,53007
6248,1562,7,2,51167
6249,1562,8,2,71394
6250,1562,63,5,59829
6251,1562,79,4,37051
6252,1563,96,3,93706
6253,1563,54,5,55716
6254,1563,34,4,71809
6255,1563,22,5,20870
6256,1564,22,5,20870
6257,1564,86,1,33028
6258,1564,52,1,47423
6259,1564,74,4,60296
6260,1564,25,3,95530
6261,1565,60,2,91851
6262,1565,11,5,42580
6263,1565,23,2,13902
6264,1565,7,1,51167
6265,1566,87,1,47322
6266,1566,90,1,99988
6267,1566,39,3,30610
6268,1567,29,2,27367
6269,1567,4,1,72183
6270,1567,9,4,24385
6271,1567,72,5,53594
6272,1567,38,2,89599
6273,1568,96,4,93706
6274,1568,51,4,22310
6275,1568,8,1,71394
6276,1568,84,5,78759
6277,1569,8,2,71394
6278,1569,31,5,25080
6279,1569,36,1,50269
6280,1569,44,1,55170
6281,1569,56,2,13545
6282,1570,37,4,31314
6283,1570,45,4,89685
6284,1570,23,1,13902
6285,1571,5,3,35124
6286,1571,28,1,53426
6287,1571,95,3,10177
6288,1572,12,3,31257
6289,1572,48,3,56186
6290,1572,71,3,62771
6291,1573,3,5,92869
6292,1573,37,2,31314
6293,1573,44,4,55170
6294,1573,16,3,21730
6295,1574,87,1,47322
6296,1574,68,3,92995
6297,1574,9,5,24385
6298,1574,65,4,95196
6299,1574,52,4,47423
6300,1575,70,2,16773
6301,1575,94,2,54643
6302,1575,45,3,89685
6303,1575,26,1,47395
6304,1576,26,3,47395
6305,1576,77,5,62543
6306,1576,61,5,83461
6307,1577,22,2,20870
6308,1577,95,2,10177
6309,1577,56,4,13545
6310,1577,51,1,22310
6311,1578,25,2,95530
6312,1578,30,1,22486
6313,1578,61,4,83461
6314,1578,1,3,77345
6315,1579,6,3,23328
6316,1579,99,2,64203
6317,1579,10,4,15030
6318,1579,62,3,39951
6319,1579,55,4,50282
6320,1580,94,5,54643
6321,1580,88,1,82751
6322,1580,59,2,68303
6323,1581,83,1,57341
6324,1581,59,4,68303
6325,1581,78,4,21761
6326,1581,15,1,59265
6327,1581,80,4,14416
6328,1582,48,5,56186
6329,1582,12,2,31257
6330,1582,72,1,53594
6331,1583,8,5,71394
6332,1583,36,4,50269
6333,1583,74,5,60296
6334,1583,30,5,22486
6335,1583,56,1,13545
6336,1584,53,1,58950
6337,1584,18,2,49881
6338,1584,90,3,99988
6339,1584,48,1,56186
6340,1584,100,1,55240
6341,1585,24,1,96972
6342,1585,94,2,54643
6343,1585,100,5,55240
6344,1585,18,2,49881
6345,1585,66,5,21309
6346,1586,32,4,82134
6347,1586,91,5,87573
6348,1586,38,3,89599
6349,1586,93,3,25266
6350,1587,13,4,60825
6351,1587,57,2,87341
6352,1587,24,1,96972
6353,1588,50,4,53007
6354,1588,99,2,64203
6355,1588,64,2,18863
6356,1588,33,5,67163
6357,1589,5,5,35124
6358,1589,91,4,87573
6359,1589,65,4,95196
6360,1589,15,4,59265
6361,1589,38,1,89599
6362,1590,69,3,66333
6363,1590,61,5,83461
6364,1590,32,4,82134
6365,1591,80,2,14416
6366,1591,60,1,91851
6367,1591,2,2,16956
6368,1592,88,2,82751
6369,1592,84,2,78759
6370,1592,18,4,49881
6371,1592,56,1,13545
6372,1593,86,5,33028
6373,1593,93,5,25266
6374,1593,74,4,60296
6375,1594,76,4,95956
6376,1594,89,5,99643
6377,1594,23,4,13902
6378,1594,93,3,25266
6379,1594,51,1,22310
6380,1595,30,3,22486
6381,1595,15,1,59265
6382,1595,95,5,10177
6383,1595,67,5,71990
6384,1596,39,3,30610
6385,1596,33,2,67163
6386,1596,12,5,31257
6387,1596,48,5,56186
6388,1596,97,3,24578
6389,1597,26,2,47395
6390,1597,9,4,24385
6391,1597,43,3,37544
6392,1597,46,1,39246
6393,1597,63,5,59829
6394,1598,12,2,31257
6395,1598,36,5,50269
6396,1598,3,5,92869
6397,1599,58,4,66996
6398,1599,61,2,83461
6399,1599,51,4,22310
6400,1599,83,3,57341
6401,1600,46,4,39246
6402,1600,44,1,55170
6403,1600,63,3,59829
6404,1601,20,1,13940
6405,1601,16,3,21730
6406,1601,61,3,83461
6407,1601,33,5,67163
6408,1602,74,3,60296
6409,1602,73,5,58762
6410,1602,68,3,92995
6411,1602,85,5,49747
6412,1603,20,4,13940
6413,1603,44,3,55170
6414,1603,42,3,44615
6415,1603,85,3,49747
6416,1603,10,3,15030
6417,1604,58,5,66996
6418,1604,88,5,82751
6419,1604,93,1,25266
6420,1604,94,1,54643
6421,1605,1,2,77345
6422,1605,93,1,25266
6423,1605,19,1,24844
6424,1606,45,4,89685
6425,1606,100,2,55240
6426,1606,37,2,31314
6427,1606,60,3,91851
6428,1607,81,1,69446
6429,1607,33,5,67163
6430,1607,47,4,38951
6431,1607,96,3,93706
6432,1607,13,2,60825
6433,1608,93,5,25266
6434,1608,21,4,33591
6435,1608,17,1,32785
6436,1609,60,4,91851
6437,1609,57,3,87341
6438,1609,39,2,30610
6439,1610,7,4,51167
6440,1610,93,2,25266
6441,1610,54,4,55716
6442,1610,4,3,72183
6443,1610,96,4,93706
6444,1611,51,5,22310
6445,1611,24,4,96972
6446,1611,15,4,59265
6447,1611,66,1,21309
6448,1612,68,4,92995
6449,1612,75,4,31489
6450,1612,52,4,47423
6451,1612,5,1,35124
6452,1612,32,4,82134
6453,1613,47,5,38951
6454,1613,50,3,53007
6455,1613,34,4,71809
6456,1613,42,2,44615
6457,1613,75,3,31489
6458,1614,64,3,18863
6459,1614,62,2,39951
6460,1614,2,1,16956
6461,1614,22,4,20870
6462,1614,85,4,49747
6463,1615,22,5,20870
6464,1615,29,5,27367
6465,1615,10,5,15030
6466,1615,80,4,14416
6467,1615,9,4,24385
6468,1616,54,3,55716
6469,1616,12,3,31257
6470,1616,71,3,62771
6471,1617,18,2,49881
6472,1617,36,3,50269
6473,1617,12,1,31257
6474,1617,44,5,55170
6475,1618,6,4,23328
6476,1618,87,5,47322
6477,1618,38,1,89599
6478,1619,53,3,58950
6479,1619,86,5,33028
6480,1619,66,5,21309
6481,1619,88,5,82751
6482,1619,96,5,93706
6483,1620,95,2,10177
6484,1620,56,3,13545
6485,1620,1,1,77345
6486,1620,62,4,39951
6487,1621,63,3,59829
6488,1621,49,4,86790
6489,1621,73,5,58762
6490,1622,39,2,30610
6491,1622,17,3,32785
6492,1622,42,4,44615
6493,1622,97,4,24578
6494,1622,8,4,71394
6495,1623,73,2,58762
6496,1623,91,3,87573
6497,1623,61,4,83461
6498,1624,41,4,16916
6499,1624,14,4,61112
6500,1624,6,5,23328
6501,1624,25,4,95530
6502,1624,71,3,62771
6503,1625,60,5,91851
6504,1625,30,5,22486
6505,1625,21,4,33591
6506,1625,37,4,31314
6507,1625,45,4,89685
6508,1626,54,4,55716
6509,1626,24,4,96972
6510,1626,41,3,16916
6511,1626,74,5,60296
6512,1626,27,5,85161
6513,1627,69,1,66333
6514,1627,4,2,72183
6515,1627,28,5,53426
6516,1628,68,2,92995
6517,1628,45,5,89685
6518,1628,27,3,85161
6519,1629,62,5,39951
6520,1629,35,5,27106
6521,1629,24,3,96972
6522,1630,18,5,49881
6523,1630,38,2,89599
6524,1630,16,2,21730
6525,1630,32,2,82134
6526,1631,19,5,24844
6527,1631,95,4,10177
6528,1631,64,2,18863
6529,1631,83,5,57341
6530,1631,3,2,92869
6531,1632,30,5,22486
6532,1632,22,3,20870
6533,1632,47,1,38951
6534,1633,77,2,62543
6535,1633,13,3,60825
6536,1633,95,3,10177
6537,1633,69,2,66333
6538,1633,52,2,47423
6539,1634,81,1,69446
6540,1634,10,2,15030
6541,1634,42,5,44615
6542,1634,35,5,27106
6543,1635,35,2,27106
6544,1635,38,4,89599
6545,1635,86,4,33028
6546,1636,53,3,58950
6547,1636,94,3,54643
6548,1636,44,1,55170
6549,1636,24,5,96972
6550,1637,61,4,83461
6551,1637,83,4,57341
6552,1637,20,5,13940
6553,1637,94,4,54643
6554,1637,22,3,20870
6555,1638,64,4,18863
6556,1638,85,1,49747
6557,1638,34,2,71809
6558,1638,14,5,61112
6559,1639,31,2,25080
6560,1639,49,1,86790
6561,1639,70,3,16773
6562,1640,54,3,55716
6563,1640,46,1,39246
6564,1640,83,4,57341
6565,1641,93,1,25266
6566,1641,15,5,59265
6567,1641,53,3,58950
6568,1642,82,4,40303
6569,1642,50,5,53007
6570,1642,93,5,25266
6571,1642,26,4,47395
6572,1642,47,3,38951
6573,1643,34,2,71809
6574,1643,71,4,62771
6575,1643,89,4,99643
6576,1643,81,2,69446
6577,1643,46,3,39246
6578,1644,36,1,50269
6579,1644,51,4,22310
6580,1644,85,5,49747
6581,1644,32,2,82134
6582,1645,2,5,16956
6583,1645,54,1,55716
6584,1645,72,3,53594
6585,1645,18,3,49881
6586,1646,16,4,21730
6587,1646,6,2,23328
6588,1646,61,4,83461
6589,1646,14,1,61112
6590,1646,94,2,54643
6591,1647,67,3,71990
6592,1647,100,1,55240
6593,1647,2,1,16956
6594,1647,61,4,83461
6595,1648,28,3,53426
6596,1648,70,2,16773
6597,1648,77,2,62543
6598,1648,14,1,61112
6599,1649,32,2,82134
6600,1649,81,5,69446
6601,1649,57,5,87341
6602,1649,72,2,53594
6603,1650,85,5,49747
6604,1650,21,1,33591
6605,1650,37,1,31314
6606,1650,10,4,15030
6607,1650,94,1,54643
6608,1651,75,5,31489
6609,1651,33,2,67163
6610,1651,98,3,88669
6611,1652,95,5,10177
6612,1652,30,4,22486
6613,1652,83,2,57341
6614,1652,47,4,38951
6615,1652,89,3,99643
6616,1653,90,3,99988
6617,1653,77,3,62543
6618,1653,62,4,39951
6619,1654,36,4,50269
6620,1654,55,4,50282
6621,1654,35,5,27106
6622,1654,57,5,87341
6623,1654,73,5,58762
6624,1655,2,3,16956
6625,1655,62,5,39951
6626,1655,29,3,27367
6627,1655,96,5,93706
6628,1656,21,4,33591
6629,1656,72,4,53594
6630,1656,26,3,47395
6631,1656,65,2,95196
6632,1656,14,2,61112
6633,1657,39,5,30610
6634,1657,19,1,24844
6635,1657,46,4,39246
6636,1658,84,4,78759
6637,1658,40,2,63117
6638,1658,58,5,66996
6639,1658,24,2,96972
6640,1659,63,4,59829
6641,1659,88,4,82751
6642,1659,83,4,57341
6643,1659,54,3,55716
6644,1660,27,2,85161
6645,1660,76,2,95956
6646,1660,5,4,35124
6647,1660,11,5,42580
6648,1661,36,4,50269
6649,1661,97,5,24578
6650,1661,45,2,89685
6651,1661,99,1,64203
6652,1661,31,3,25080
6653,1662,48,1,56186
6654,1662,11,3,42580
6655,1662,52,2,47423
6656,1663,76,3,95956
6657,1663,50,5,53007
6658,1663,77,5,62543
6659,1664,53,4,58950
6660,1664,80,5,14416
6661,1664,73,3,58762
6662,1664,42,3,44615
6663,1664,26,2,47395
6664,1665,49,2,86790
6665,1665,38,2,89599
6666,1665,62,1,39951
6667,1666,26,5,47395
6668,1666,41,4,16916
6669,1666,60,2,91851
6670,1666,37,1,31314
6671,1666,96,5,93706
6672,1667,69,2,66333
6673,1667,20,1,13940
6674,1667,71,4,62771
6675,1668,90,4,99988
6676,1668,73,2,58762
6677,1668,52,4,47423
6678,1669,98,5,88669
6679,1669,70,2,16773
6680,1669,57,1,87341
6681,1669,62,5,39951
6682,1670,72,5,53594
6683,1670,27,1,85161
6684,1670,60,5,91851
6685,1670,85,3,49747
6686,1670,34,2,71809
6687,1671,12,4,31257
6688,1671,32,5,82134
6689,1671,35,3,27106
6690,1671,87,1,47322
6691,1671,80,3,14416
6692,1672,87,2,47322
6693,1672,15,2,59265
6694,1672,13,4,60825
6695,1672,1,4,77345
6696,1672,91,2,87573
6697,1673,72,2,53594
6698,1673,2,3,16956
6699,1673,37,4,31314
6700,1673,54,1,55716
6701,1673,3,5,92869
6702,1674,19,3,24844
6703,1674,22,3,20870
6704,1674,89,1,99643
6705,1675,17,3,32785
6706,1675,6,2,23328
6707,1675,72,2,53594
6708,1675,10,3,15030
6709,1676,57,3,87341
6710,1676,76,1,95956
6711,1676,31,1,25080
6712,1676,43,4,37544
6713,1677,58,2,66996
6714,1677,91,3,87573
6715,1677,30,1,22486
6716,1677,77,1,62543
6717,1677,41,3,16916
6718,1678,37,1,31314
6719,1678,50,2,53007
6720,1678,45,2,89685
6721,1678,7,1,51167
6722,1678,29,4,27367
6723,1679,8,3,71394
6724,1679,42,5,44615
6725,1679,22,4,20870
6726,1679,48,1,56186
6727,1679,66,5,21309
