OrderID,CustomerID,OrderDate,TotalAmount
2076,290,2025-10-28,498665
2077,317,2025-05-23,241501
2078,181,2025-03-25,908327
2079,389,2025-05-31,265323
2080,162,2025-04-04,542582
2081,316,2025-02-03,357838
2082,74,2025-04-02,929167
2083,551,2025-06-01,915862
2084,305,2025-07-03,500531
2085,612,2025-01-21,278083
2086,137,2025-06-15,900659
2087,461,2025-01-13,384908
2088,974,2025-12-26,772537
2089,992,2025-07-10,339901
2090,53,2025-01-12,1122573
2091,858,2025-11-27,594939
2092,925,2025-04-19,605202
2093,152,2025-07-29,411408
2094,378,2025-03-23,696408
2095,416,2025-05-24,1227178
2096,960,2025-09-30,670893
2097,316,2025-07-02,549833
2098,281,2025-02-06,645377
2099,925,2025-03-20,636968
2100,311,2025-05-12,992550
2101,249,2025-09-17,784525
2102,536,2025-03-30,391626
2103,130,2025-03-03,1323616
2104,302,2025-10-30,515929
2105,162,2025-02-21,357455
2106,695,2025-09-20,467568
2107,865,2025-06-29,614084
2108,2,2025-03-11,790481
2109,449,2025-09-27,559643
2110,223,2025-04-04,444799
2111,212,2025-02-07,807730
2112,910,2025-06-21,730420
2113,858,2025-09-18,885914
2114,296,2025-06-09,1162608
2115,185,2025-02-19,512343
2116,854,2025-12-15,890531
2117,57,2025-11-16,816681
2118,88,2025-01-25,1092158
2119,528,2025-10-11,319767
2120,357,2025-03-27,562728
2121,405,2025-04-15,291818
2122,19,2025-09-03,1257236
2123,849,2025-10-10,212944
2124,158,2025-03-17,1033317
2125,842,2025-10-10,1101923
2126,935,2025-08-25,718425
2127,464,2025-05-04,616386
2128,840,2025-03-09,563494
2129,915,2025-12-14,651272
2130,215,2025-12-09,462224
2131,12,2025-09-08,406259
2132,715,2025-03-16,701420
2133,516,2025-07-17,218625
2134,649,2025-06-09,628559
2135,398,2025-03-26,885462
2136,934,2025-04-03,457956
2137,242,2025-06-25,605612
2138,450,2025-11-03,917535
2139,912,2025-08-19,293416
2140,195,2025-03-23,628395
2141,514,2025-11-22,738622
2142,990,2025-09-03,696606
2143,190,2025-01-03,781770
2144,483,2025-10-31,597567
2145,317,2025-07-05,305028
2146,11,2025-02-06,618634
2147,879,2025-06-12,490867
2148,705,2025-10-21,713918
2149,743,2025-01-05,1078439
2150,956,2025-07-27,746114
2151,31,2025-03-28,728707
2152,587,2025-05-16,453833
2153,550,2025-05-05,158202
2154,901,2025-12-02,669087
2155,279,2025-08-01,572851
2156,48,2025-01-19,872047
2157,801,2025-06-15,766929
2158,987,2025-03-29,361741
2159,488,2025-07-30,451466
2160,841,2025-03-17,649443
2161,894,2025-05-22,499898
2162,586,2025-07-24,489604
2163,784,2025-10-05,584134
2164,26,2025-04-17,398222
2165,288,2025-06-07,994705
2166,889,2025-12-04,555117
2167,748,2025-10-31,752195
2168,516,2025-06-22,765273
2169,263,2025-05-07,809428
2170,354,2025-05-14,224193
2171,618,2025-11-17,545248
2172,267,2025-02-03,324227
2173,510,2025-11-27,1363286
2174,740,2025-02-14,797260
2175,350,2025-03-18,502413
2176,704,2025-12-27,859651
2177,657,2025-06-01,623900
2178,712,2025-03-11,865445
2179,701,2025-06-23,715381
2180,849,2025-07-16,570868
2181,581,2025-01-30,553430
2182,311,2025-04-17,643089
2183,325,2025-01-25,872662
2184,313,2025-10-03,262707
2185,579,2025-02-18,889324
2186,371,2025-10-23,673044
2187,764,2025-11-07,432943
2188,38,2025-03-08,866889
2189,194,2025-03-04,185151
2190,610,2025-01-09,517080
2191,856,2025-01-16,470220
2192,495,2025-11-27,530303
2193,884,2025-02-03,594543
2194,598,2025-07-15,303760
2195,794,2025-04-28,830556
2196,535,2025-11-09,499053
2197,813,2025-02-13,267037
2198,150,2025-06-09,755152
2199,642,2025-01-02,642252
2200,521,2025-06-18,509808
2201,453,2025-06-11,341110
2202,192,2025-01-04,614154
2203,463,2025-10-25,435990
2204,664,2025-05-26,852447
2205,955,2025-12-16,916482
2206,797,2025-03-12,423574
2207,707,2025-09-25,871064
2208,858,2025-02-24,595034
2209,626,2025-11-16,397065
2210,676,2025-03-13,561093
2211,621,2025-06-01,592934
2212,900,2025-08-16,504324
2213,487,2025-08-15,405762
2214,781,2025-06-14,932568
2215,215,2025-06-26,894489
2216,550,2025-02-14,272273
2217,767,2025-05-01,413107
2218,955,2025-04-06,883472
2219,443,2025-06-05,252208
2220,551,2025-12-25,497110
2221,387,2025-04-13,1032504
2222,256,2025-08-03,606915
2223,621,2025-10-19,321671
2224,236,2025-05-25,271593
2225,583,2025-07-23,1100395
2226,564,2025-06-21,649758
2227,93,2025-10-24,534250
2228,703,2025-07-12,704861
2229,601,2025-11-12,357098
2230,469,2025-11-29,1010608
2231,339,2025-11-01,1108314
2232,512,2025-10-11,417060
2233,121,2025-03-23,719129
2234,283,2025-01-25,1408354
2235,838,2025-01-14,850292
2236,263,2025-05-10,258376
2237,235,2025-10-30,433725
2238,344,2025-01-04,869778
2239,361,2025-10-19,307437
2240,426,2025-10-06,475797
2241,352,2025-01-31,815464
2242,810,2025-07-31,298288
2243,1,2025-02-01,470180
2244,496,2025-03-21,625431
2245,826,2025-05-19,610952
2246,842,2025-05-11,1269814
2247,63,2025-05-14,712274
2248,482,2025-06-19,338736
2249,367,2025-02-16,685907
2250,22,2025-07-24,601380
2251,700,2025-10-26,900443
2252,669,2025-03-23,570506
2253,284,2025-04-23,872292
2254,899,2025-09-11,607287
2255,410,2025-10-03,543466
2256,75,2025-09-10,441543
2257,632,2025-03-08,406381
2258,448,2025-05-16,571117
2259,236,2025-08-10,1143296
2260,840,2025-07-29,700265
2261,121,2025-06-29,698606
2262,273,2025-05-29,288774
2263,340,2025-08-13,1152677
2264,724,2025-11-20,380907
2265,413,2025-09-05,419751
2266,887,2025-04-12,298112
2267,804,2025-03-12,445386
2268,324,2025-08-15,912259
2269,816,2025-03-03,154703
2270,623,2025-07-19,1278714
2271,410,2025-08-03,403901
2272,507,2025-02-14,1341435
2273,224,2025-05-09,1116769
2274,975,2025-12-31,661034
2275,454,2025-11-30,524677
2276,952,2025-03-10,821394
2277,680,2025-12-23,339984
2278,253,2025-02-07,752691
2279,429,2025-10-22,1042425
2280,283,2025-02-28,633706
2281,374,2025-06-05,558260
2282,323,2025-05-20,448766
2283,354,2025-07-12,724689
2284,206,2025-07-04,574065
2285,723,2025-06-08,710208
2286,917,2025-04-19,712674
2287,807,2025-07-08,459674
2288,969,2025-02-02,739443
2289,991,2025-10-29,386317
2290,420,2025-05-31,437455
2291,681,2025-08-23,742307
2292,578,2025-05-01,573364
2293,946,2025-02-23,631954
2294,699,2025-06-23,429467
2295,12,2025-09-01,707549
2296,438,2025-03-26,734242
2297,144,2025-11-06,381632
2298,479,2025-01-10,832605
2299,762,2025-02-07,990543
2300,84,2025-03-12,514280
2301,360,2025-09-24,484358
2302,289,2025-08-26,956623
2303,140,2025-06-05,397170
2304,483,2025-09-02,366087
2305,754,2025-05-22,718081
2306,435,2025-01-17,714882
2307,533,2025-07-20,659566
2308,547,2025-08-13,869877
2309,265,2025-04-14,1002172
2310,170,2025-09-18,871582
2311,954,2025-11-25,391129
2312,298,2025-10-26,671890
2313,239,2025-12-17,1047687
2314,414,2025-11-21,186898
2315,284,2025-10-09,781801
2316,711,2025-12-17,408546
2317,981,2025-06-05,967529
2318,439,2025-09-13,479567
2319,182,2025-03-28,591079
2320,704,2025-02-24,365017
2321,809,2025-01-02,595848
2322,901,2025-05-14,393096
2323,411,2025-12-18,601665
2324,29,2025-04-27,427092
2325,286,2025-03-15,460769
2326,256,2025-10-24,291759
2327,16,2025-02-05,426529
2328,624,2025-11-25,743440
2329,518,2025-08-14,265899
2330,747,2025-02-21,559733
2331,40,2025-06-08,1134425
2332,994,2025-06-18,1115793
2333,196,2025-05-08,321148
2334,180,2025-04-14,748829
2335,414,2025-10-16,1328771
2336,206,2025-12-12,1005656
2337,725,2025-09-05,1018847
2338,15,2025-12-29,1028580
2339,272,2025-07-16,973034
2340,243,2025-10-24,437096
2341,698,2025-06-20,847114
2342,711,2025-08-23,983582
2343,971,2025-06-10,1111293
2344,993,2025-06-05,295411
2345,696,2025-05-05,447156
2346,652,2025-11-15,328530
2347,1,2025-02-23,356665
2348,726,2025-11-05,618922
2349,43,2025-02-01,353009
2350,522,2025-05-13,420265
2351,922,2025-05-27,730360
2352,927,2025-02-28,849295
2353,207,2025-01-08,317430
2354,131,2025-05-01,734979
2355,990,2025-05-24,1138438
2356,110,2025-05-10,1134472
2357,634,2025-02-23,784597
2358,820,2025-03-22,363502
2359,853,2025-11-21,660931
2360,512,2025-01-03,581514
2361,984,2025-07-29,1256368
2362,379,2025-11-20,704550
2363,775,2025-09-07,534612
2364,555,2025-07-28,282026
2365,913,2025-08-07,496374
2366,174,2025-09-27,1157040
2367,47,2025-01-29,821765
2368,175,2025-09-10,363639
2369,156,2025-02-21,732609
2370,782,2025-11-22,892224
2371,117,2025-03-18,609042
2372,2,2025-08-24,202728
2373,758,2025-08-03,541208
2374,759,2025-03-26,1177021
2375,333,2025-08-31,294372
2376,69,2025-09-27,729001
2377,449,2025-07-05,133067
2378,770,2025-02-01,412820
2379,763,2025-10-11,618353
2380,527,2025-02-20,642594
2381,776,2025-05-20,1049015
2382,681,2025-09-21,427477
2383,956,2025-03-05,762164
2384,55,2025-05-08,766166
2385,736,2025-02-28,957491
2386,630,2025-03-13,636155
2387,777,2025-03-17,884059
2388,231,2025-09-29,527043
2389,330,2025-01-03,732620
2390,14,2025-05-07,689529
2391,180,2025-11-24,451629
2392,469,2025-12-03,1074380
2393,474,2025-03-22,683573
2394,449,2025-01-28,646977
2395,925,2025-05-07,1163780
2396,406,2025-04-05,926733
2397,560,2025-09-29,496828
2398,429,2025-12-10,278102
2399,175,2025-08-30,397979
2400,799,2025-07-25,480606
2401,648,2025-05-23,419498
2402,561,2025-01-30,641226
2403,538,2025-04-21,1160718
2404,269,2025-06-27,687120
2405,405,2025-05-01,677843
2406,996,2025-02-08,580525
2407,319,2025-11-09,237597
2408,18,2025-03-20,529625
2409,256,2025-12-07,547643
2410,956,2025-03-08,877185
2411,613,2025-08-13,593972
2412,647,2025-05-10,589030
2413,919,2025-03-23,386520
2414,865,2025-07-22,546906
2415,572,2025-09-03,760592
2416,412,2025-07-09,484667
2417,332,2025-02-11,926216
2418,484,2025-06-20,539591
2419,414,2025-03-06,555855
2420,207,2025-08-17,503920
2421,842,2025-04-29,698223
2422,949,2025-08-08,444204
2423,602,2025-10-28,440369
2424,563,2025-12-04,668435
2425,647,2025-03-26,463229
2426,275,2025-05-06,507033
2427,958,2025-07-27,1236287
2428,636,2025-10-31,489001
2429,170,2025-04-23,442524
2430,893,2025-02-11,1178161
2431,149,2025-05-04,221733
2432,564,2025-01-05,564164
2433,85,2025-08-30,1043736
2434,451,2025-01-21,493724
2435,188,2025-05-12,277291
2436,720,2025-04-08,782181
2437,648,2025-11-20,503566
2438,700,2025-07-28,807936
2439,708,2025-08-09,326186
2440,234,2025-09-17,882543
2441,305,2025-07-09,432746
2442,223,2025-12-14,702583
2443,713,2025-06-29,600022
2444,229,2025-01-31,750268
2445,768,2025-08-28,1070776
2446,134,2025-12-20,427497
2447,538,2025-08-12,274787
2448,518,2025-10-14,499537
2449,430,2025-06-15,1243697
2450,903,2025-11-25,548045
2451,414,2025-12-29,215605
2452,734,2025-04-27,293778
2453,571,2025-06-15,344958
2454,606,2025-08-26,399164
2455,15,2025-10-26,444029
2456,146,2025-04-14,389566
2457,265,2025-05-23,385767
2458,620,2025-01-30,797130
2459,69,2025-02-16,289062
2460,201,2025-03-18,307235
2461,357,2025-10-01,561205
2462,366,2025-08-26,877053
2463,497,2025-09-23,706565
2464,691,2025-10-24,904561
2465,476,2025-07-02,449496
2466,242,2025-05-26,749912
2467,682,2025-10-22,151103
2468,806,2025-12-25,546357
2469,164,2025-06-25,792210
2470,322,2025-05-12,845767
2471,511,2025-10-21,507815
2472,261,2025-01-20,668797
2473,602,2025-01-14,769764
2474,375,2025-09-29,691669
2475,567,2025-09-30,879313
2476,865,2025-02-28,495626
2477,374,2025-06-06,814392
2478,517,2025-04-24,1368775
2479,43,2025-08-22,1591787
2480,795,2025-02-08,277300
2481,936,2025-07-02,606142
2482,686,2025-08-14,636562
2483,449,2025-05-25,886263
2484,612,2025-06-29,859201
2485,426,2025-01-11,310867
2486,492,2025-12-14,305136
2487,285,2025-09-27,995208
2488,593,2025-11-18,504790
2489,298,2025-09-05,614744
2490,180,2025-11-03,589154
2491,585,2025-01-02,369634
2492,369,2025-12-09,787515
2493,281,2025-07-31,346710
2494,160,2025-06-09,990328
2495,282,2025-02-25,236362
2496,830,2025-05-24,508816
2497,665,2025-06-13,412797
2498,444,2025-12-26,473949
2499,234,2025-04-13,1106991
2500,566,2025-12-12,899878
2501,313,2025-09-30,575462
2502,264,2025-11-30,334626
2503,224,2025-05-18,394191
2504,705,2025-10-03,162713
2505,793,2025-06-04,1176997
2506,932,2025-02-06,920587
2507,99,2025-12-16,1180397
2508,616,2025-07-08,930492
2509,636,2025-05-21,361524
2510,550,2025-10-01,825255
2511,228,2025-03-31,252170
2512,662,2025-08-26,591686
2513,977,2025-12-01,500430
2514,849,2025-04-27,533020
2515,414,2025-03-30,671431
2516,921,2025-11-13,653895
2517,801,2025-12-11,395611
2518,719,2025-07-31,378983
2519,654,2025-06-27,474852
2520,65,2025-01-22,755930
2521,499,2025-06-29,567245
2522,781,2025-05-12,578190
2523,109,2025-09-11,662274
2524,631,2025-09-30,647723
2525,749,2025-04-09,746508
2526,319,2025-04-22,404314
2527,808,2025-03-15,362266
2528,592,2025-09-02,737940
2529,47,2025-02-23,334980
2530,174,2025-05-01,412251
2531,410,2025-03-17,931243
2532,842,2025-09-21,682315
2533,319,2025-10-31,541432
2534,484,2025-10-30,285434
2535,970,2025-01-29,370988
2536,28,2025-06-11,539648
2537,24,2025-06-01,590337
2538,845,2025-03-04,496541
2539,125,2025-10-21,327990
2540,922,2025-05-03,551726
2541,341,2025-03-07,580994
2542,810,2025-10-20,443071
2543,158,2025-01-05,467747
2544,65,2025-01-08,638667
2545,916,2025-02-20,629851
2546,755,2025-11-21,137262
2547,331,2025-09-27,732258
2548,790,2025-07-07,434177
2549,511,2025-06-23,674071
2550,614,2025-08-06,355715
2551,766,2025-12-18,641232
2552,557,2025-10-13,231906
2553,30,2025-10-06,474175
2554,919,2025-01-11,800075
2555,159,2025-12-19,511281
2556,912,2025-09-23,673390
2557,660,2025-09-07,785437
2558,308,2025-12-22,1086023
2559,799,2025-03-12,710807
2560,425,2025-05-23,822828
2561,276,2025-11-15,411780
2562,493,2025-04-13,395115
2563,871,2025-10-26,428292
2564,66,2025-10-18,480286
2565,773,2025-04-15,486966
2566,377,2025-12-20,942870
2567,631,2025-03-20,472333
2568,468,2025-04-28,778547
2569,244,2025-07-09,369605
2570,933,2025-10-03,516431
2571,319,2025-01-02,1063833
2572,532,2025-03-20,776346
2573,656,2025-04-15,855237
2574,551,2025-03-01,637793
2575,154,2025-11-16,903021
2576,712,2025-09-30,609810
2577,524,2025-10-20,675607
2578,646,2025-04-14,651516
2579,262,2025-04-13,443499
2580,424,2025-09-01,547035
2581,948,2025-10-13,920210
2582,865,2025-05-16,1352525
2583,501,2025-09-01,395878
2584,363,2025-03-26,643499
2585,179,2025-05-22,567356
2586,672,2025-01-13,632773
2587,451,2025-04-11,845828
2588,879,2025-04-21,363760
2589,687,2025-08-11,524484
2590,706,2025-04-28,708569
2591,428,2025-09-15,400821
2592,91,2025-01-09,726560
2593,773,2025-08-24,495674
2594,473,2025-09-06,744936
2595,377,2025-04-12,244195
2596,256,2025-11-03,706948
2597,363,2025-07-10,290677
2598,515,2025-07-17,1116509
2599,37,2025-12-24,700791
2600,405,2025-06-15,156713
2601,122,2025-10-20,379521
2602,787,2025-08-21,620202
2603,42,2025-05-13,429682
2604,499,2025-07-23,861313
2605,630,2025-02-10,792457
2606,822,2025-12-20,629894
2607,514,2025-06-04,700621
2608,383,2025-05-05,602503
2609,541,2025-06-03,413838
2610,715,2025-03-11,345650
2611,691,2025-09-22,712029
2612,237,2025-09-02,661422
2613,279,2025-06-06,472778
2614,926,2025-08-21,570967
2615,679,2025-07-12,832147
2616,549,2025-06-18,656132
2617,790,2025-03-27,544488
2618,786,2025-05-23,893031
2619,909,2025-11-25,842352
2620,63,2025-07-22,750251
2621,362,2025-06-15,457385
2622,28,2025-11-20,308360
2623,931,2025-11-25,513299
2624,62,2025-12-24,603964
2625,749,2025-05-25,397020
2626,712,2025-02-28,836079
2627,219,2025-08-13,562730
2628,477,2025-03-14,353353
2629,23,2025-05-08,808274
2630,652,2025-10-31,453366
2631,543,2025-03-24,1122907
2632,300,2025-01-16,500581
2633,67,2025-02-10,700951
2634,37,2025-10-01,467873
2635,326,2025-05-13,1074400
2636,505,2025-11-27,762928
2637,399,2025-05-04,677481
2638,407,2025-02-25,576986
2639,986,2025-02-12,777745
2640,191,2025-08-13,543833
2641,570,2025-12-17,714401
2642,335,2025-01-02,625531
2643,934,2025-11-22,470022
2644,281,2025-03-08,945228
2645,674,2025-12-26,889184
2646,469,2025-02-20,837846
2647,38,2025-04-13,691353
2648,413,2025-09-14,669628
2649,359,2025-06-22,843878
2650,117,2025-01-13,602474
2651,39,2025-04-13,341996
2652,121,2025-11-04,508327
2653,59,2025-04-28,890797
2654,713,2025-07-26,531746
2655,943,2025-06-21,273718
2656,472,2025-06-29,453119
2657,539,2025-10-20,477114
2658,678,2025-02-01,397873
2659,645,2025-04-16,251170
2660,994,2025-04-02,718022
2661,200,2025-05-16,726457
2662,52,2025-05-11,587819
2663,104,2025-11-14,393390
2664,90,2025-12-16,845005
2665,542,2025-04-07,1087100
2666,152,2025-03-05,728439
2667,823,2025-12-20,375898
2668,101,2025-12-26,576616
2669,516,2025-03-09,484100
2670,147,2025-06-08,1043465
2671,801,2025-06-02,973795
2672,184,2025-10-07,365976
2673,675,2025-09-23,286111
2674,21,2025-09-08,564648
2675,116,2025-09-15,807041
2676,183,2025-05-12,486958
2677,174,2025-11-28,392658
2678,741,2025-04-27,766434
2679,930,2025-01-14,391763
2680,709,2025-04-25,513135
2681,895,2025-06-26,988444
2682,623,2025-07-04,598634
2683,575,2025-10-16,931755
2684,690,2025-12-02,918812
2685,167,2025-04-11,615963
2686,166,2025-07-11,912988
2687,461,2025-05-09,444950
2688,153,2025-08-07,272596
2689,496,2025-08-16,473632
2690,112,2025-02-11,507649
2691,664,2025-01-10,468640
2692,51,2025-09-05,531268
2693,528,2025-04-18,725454
2694,454,2025-08-19,611363
2695,814,2025-01-19,833024
2696,146,2025-06-08,521324
2697,713,2025-07-31,1365023
2698,313,2025-08-20,1119576
2699,401,2025-11-28,934355
2700,450,2025-03-20,579585
2701,426,2025-08-09,359531
2702,707,2025-03-08,801419
2703,463,2025-08-20,382658
2704,578,2025-03-27,355799
2705,346,2025-05-27,262119
2706,611,2025-01-06,594975
2707,397,2025-11-22,756785
2708,903,2025-07-23,431249
2709,607,2025-12-12,586795
2710,208,2025-01-20,617704
2711,788,2025-11-08,607687
2712,485,2025-08-27,501112
2713,812,2025-06-11,588511
2714,740,2025-09-02,1311562
2715,264,2025-08-31,467853
2716,529,2025-05-08,563355
2717,407,2025-07-17,1121992
2718,6,2025-06-11,461174
2719,970,2025-06-25,1069332
2720,754,2025-09-24,448746
2721,353,2025-10-27,506983
2722,71,2025-07-19,750023
2723,491,2025-03-24,912782
2724,783,2025-05-15,1324061
2725,222,2025-12-03,714068
2726,801,2025-05-25,454874
2727,879,2025-10-16,843863
2728,174,2025-09-09,752124
2729,946,2025-01-14,771342
2730,73,2025-12-26,162032
2731,141,2025-01-18,601929
2732,197,2025-05-02,636892
2733,743,2025-03-13,915293
2734,155,2025-12-20,424042
2735,513,2025-07-27,228390
2736,138,2025-11-05,619719
2737,614,2025-08-16,586319
2738,260,2025-05-04,996893
2739,520,2025-12-16,386756
2740,93,2025-08-21,1038623
2741,168,2025-08-21,657686
2742,719,2025-05-18,693324
2743,738,2025-10-03,586470
2744,237,2025-06-01,236882
2745,127,2025-12-03,1091811
2746,449,2025-07-10,382311
2747,639,2025-09-22,605542
2748,253,2025-08-13,713172
2749,319,2025-09-02,572306
2750,421,2025-03-22,468197
2751,324,2025-07-04,835986
2752,657,2025-02-19,496629
2753,822,2025-06-16,496789
2754,238,2025-04-08,565718
2755,521,2025-01-22,449170
2756,247,2025-09-03,690625
2757,945,2025-02-17,906729
2758,303,2025-05-07,732332
2759,64,2025-06-08,957003
2760,107,2025-01-03,337417
2761,586,2025-01-10,648766
2762,678,2025-11-12,670487
2763,578,2025-06-28,512436
2764,827,2025-07-15,994126
2765,327,2025-07-25,447915
2766,781,2025-07-11,580225
2767,261,2025-08-23,995884
2768,493,2025-11-14,426501
2769,759,2025-11-12,856351
2770,332,2025-08-15,1185968
2771,117,2025-06-02,339471
2772,556,2025-01-05,852235
2773,904,2025-07-21,894706
2774,430,2025-03-25,555129
2775,348,2025-10-29,756104
2776,254,2025-02-19,690539
2777,995,2025-07-01,823901
2778,484,2025-06-05,795866
2779,944,2025-01-17,495435
2780,143,2025-04-17,511755
2781,776,2025-08-19,433691
2782,283,2025-07-13,353194
2783,292,2025-06-21,861298
2784,828,2025-09-30,656084
2785,247,2025-03-22,931436
2786,814,2025-06-08,96499
2787,115,2025-06-17,665536
2788,176,2025-08-19,442885
2789,84,2025-08-15,295335
2790,813,2025-09-26,988271
2791,378,2025-12-07,332607
2792,929,2025-08-26,232992
2793,854,2025-08-23,448937
2794,641,2025-01-05,375905
2795,147,2025-04-17,487656
2796,86,2025-03-10,521532
2797,544,2025-05-17,954749
2798,229,2025-11-18,600409
2799,891,2025-10-12,538377
2800,458,2025-12-14,676979
2801,26,2025-04-22,936946
2802,548,2025-05-30,672851
2803,985,2025-08-07,1020851
2804,518,2025-01-09,674440
2805,81,2025-05-24,1016057
2806,409,2025-01-06,734727
2807,882,2025-03-15,966947
2808,374,2025-02-19,1007175
2809,661,2025-08-12,537218
2810,296,2025-10-15,1243565
2811,740,2025-07-06,806538
2812,493,2025-08-01,740586
2813,44,2025-10-07,371534
2814,139,2025-08-09,880446
2815,296,2025-12-16,755282
2816,792,2025-09-05,564286
2817,889,2025-07-06,720087
2818,21,2025-04-08,780145
2819,359,2025-02-16,581487
2820,486,2025-12-08,1149451
2821,342,2025-06-30,813750
2822,736,2025-05-11,686801
2823,70,2025-10-23,1094480
2824,358,2025-11-13,532335
2825,646,2025-03-04,658793
2826,372,2025-07-13,823746
2827,826,2025-05-23,445783
2828,464,2025-06-29,542055
2829,192,2025-08-21,618930
2830,300,2025-09-14,562147
2831,332,2025-09-29,268174
2832,93,2025-05-14,204469
2833,314,2025-04-18,1154997
2834,349,2025-03-16,246862
2835,266,2025-02-17,632449
2836,221,2025-01-22,513421
2837,462,2025-04-01,1003585
2838,411,2025-11-01,827433
2839,845,2025-08-03,1090759
2840,577,2025-08-30,537596
2841,999,2025-04-10,565125
2842,677,2025-04-21,592827
2843,513,2025-04-21,352162
2844,795,2025-01-02,777480
2845,541,2025-07-21,1320891
2846,770,2025-11-01,618760
2847,636,2025-07-22,642044
2848,781,2025-11-27,620829
2849,841,2025-05-11,1075000
2850,515,2025-06-27,770747
2851,644,2025-02-18,504947
2852,496,2025-08-22,654239
2853,963,2025-02-20,729512
2854,275,2025-02-20,654327
2855,148,2025-04-26,334212
2856,788,2025-11-19,255056
2857,397,2025-12-13,618202
2858,483,2025-10-31,722848
2859,945,2025-05-14,340930
2860,233,2025-02-04,753384
2861,335,2025-11-18,409933
2862,782,2025-07-06,314853
2863,71,2025-07-09,631059
2864,99,2025-11-22,490514
2865,488,2025-06-07,725517
2866,102,2025-08-20,839827
2867,601,2025-06-30,853927
2868,159,2025-07-01,462640
2869,308,2025-03-29,241767
2870,401,2025-10-29,889134
2871,641,2025-10-10,498973
2872,276,2025-06-15,613270
2873,512,2025-07-23,737025
2874,585,2025-11-19,552192
2875,609,2025-08-02,457282
2876,3,2025-07-20,458921
2877,862,2025-05-28,415603
2878,617,2025-05-03,402088
2879,359,2025-07-04,798579
2880,724,2025-01-13,793014
2881,904,2025-07-11,874639
2882,275,2025-10-25,710202
2883,489,2025-01-23,919556
2884,532,2025-03-20,180668
2885,354,2025-02-16,721869
2886,848,2025-07-27,635187
2887,525,2025-01-11,912917
2888,695,2025-07-07,546027
2889,423,2025-02-10,583489
2890,151,2025-05-12,296487
2891,83,2025-11-10,588555
2892,217,2025-06-07,510865
2893,466,2025-04-02,603492
2894,32,2025-11-28,565813
2895,511,2025-01-01,787071
2896,632,2025-01-21,476252
2897,472,2025-10-12,321255
2898,874,2025-03-21,1087614
2899,956,2025-04-20,367383
2900,43,2025-04-03,873237
2901,69,2025-07-25,512730
2902,143,2025-05-10,646691
2903,467,2025-12-01,693163
2904,366,2025-02-27,975553
2905,268,2025-12-12,1037501
2906,383,2025-05-05,788509
2907,61,2025-06-21,665015
2908,470,2025-01-03,429991
2909,57,2025-11-28,515526
2910,341,2025-08-20,685918
2911,141,2025-03-27,688738
2912,951,2025-02-15,562633
2913,866,2025-12-30,649782
2914,732,2025-11-27,889601
2915,523,2025-07-05,532718
2916,945,2025-07-02,956226
2917,810,2025-03-04,920062
2918,192,2025-04-19,131648
2919,208,2025-02-19,335076
2920,280,2025-09-03,745701
2921,776,2025-02-15,408549
2922,378,2025-05-25,246224
2923,575,2025-05-26,417048
2924,674,2025-03-09,545538
2925,569,2025-12-01,884258
2926,774,2025-07-07,464241
2927,663,2025-08-23,643754
2928,766,2025-05-24,800756
2929,626,2025-07-18,650882
2930,809,2025-09-07,1091379
2931,341,2025-04-17,241195
2932,359,2025-04-04,1136021
2933,581,2025-08-27,729697
2934,205,2025-04-23,520560
2935,138,2025-08-28,476367
2936,474,2025-12-01,607882
2937,675,2025-09-04,587683
2938,943,2025-04-17,256400
2939,396,2025-09-07,377531
2940,134,2025-01-14,718644
2941,626,2025-12-07,932335
2942,576,2025-04-15,866844
2943,847,2025-02-01,926072
2944,890,2025-07-06,620429
2945,675,2025-04-23,709240
2946,274,2025-12-07,881316
2947,151,2025-08-08,428282
2948,391,2025-05-04,319161
2949,721,2025-08-10,462464
2950,835,2025-05-08,1152345
2951,384,2025-12-13,416963
2952,669,2025-09-30,269293
2953,606,2025-12-21,498122
2954,485,2025-02-27,218077
2955,942,2025-08-29,831898
2956,709,2025-10-23,211132
2957,458,2025-07-13,758354
2958,511,2025-12-22,120057
2959,87,2025-05-04,1251858
2960,791,2025-06-03,967782
2961,117,2025-10-31,626288
2962,212,2025-03-13,828939
2963,586,2025-06-22,998062
2964,816,2025-11-14,822329
2965,998,2025-06-28,717307
2966,250,2025-03-25,842441
2967,711,2025-07-28,999510
2968,597,2025-04-12,662576
2969,547,2025-03-18,336276
2970,517,2025-01-06,581856
2971,518,2025-08-24,330195
2972,883,2025-07-19,308321
2973,115,2025-05-20,421583
2974,760,2025-01-17,417519
2975,223,2025-01-18,201543
2976,584,2025-08-28,235588
2977,66,2025-07-18,687134
2978,819,2025-04-22,744567
2979,755,2025-01-08,460829
2980,755,2025-11-10,513349
2981,309,2025-06-13,575420
2982,592,2025-10-01,728224
2983,934,2025-08-04,701624
2984,313,2025-07-15,398573
2985,225,2025-08-04,974527
2986,909,2025-10-28,453911
2987,76,2025-02-09,974907
2988,10,2025-10-13,216590
2989,352,2025-07-17,616266
2990,299,2025-04-28,585677
2991,957,2025-05-19,800993
2992,764,2025-10-17,772016
2993,10,2025-04-23,809341
2994,694,2025-07-23,1152828
2995,178,2025-04-28,640091
2996,806,2025-12-13,780240
2997,46,2025-04-05,436889
2998,340,2025-01-04,359224
2999,207,2025-02-09,347015
3000,762,2025-09-19,642215
3001,756,2025-02-25,369410
