detail_id,invoice_id,product_id,ten_san_pham,so_luong,don_gia,giam_gia_pct,thanh_tien
523,150,21,Bánh flan,4,557000,0,2228000
524,150,8,Soda chanh leo,1,1004000,15,853400
525,151,1,Cà phê đen,6,631000,0,3786000
526,151,10,Xôi gà,2,297000,0,594000
527,151,11,Phở bò,5,104000,10,468000
528,151,21,Bánh flan,6,557000,0,3342000
529,151,20,Nem chua,3,704000,10,1900800
530,151,9,Bánh mì thịt,10,528000,0,5280000
531,152,28,Vivo V30,9,437000,0,3933000
532,152,17,Khoai tây chiên,2,447000,0,894000
533,153,18,Bánh tráng trộn,6,43000,5,245100
534,154,11,Phở bò,3,104000,5,296400
535,154,47,Chè đậu đỏ #47,6,710000,15,3621000
536,154,57,Ốp lưng điện thoại #57,5,16000,10,72000
537,155,33,Pin dự phòng 10000mAh,7,379000,0,2653000
538,155,45,Xiaomi 14T #45,7,867000,0,6069000
539,155,24,iPhone 15,2,26000,5,49400
540,155,60,Ốp lưng điện thoại #60,6,337000,0,2022000
541,156,9,Bánh mì thịt,10,528000,0,5280000
542,156,11,Phở bò,3,104000,0,312000
543,156,15,Cháo sườn,6,442000,0,2652000
544,156,41,Mì Quảng #41,6,15000,0,90000
545,156,51,iPhone 15 #51,10,325000,5,3087500
546,156,37,Cáp sạc USB-C #37,2,444000,0,888000
547,157,41,Mì Quảng #41,5,15000,0,75000
548,157,37,Cáp sạc USB-C #37,8,444000,0,3552000
549,157,48,Kính cường lực #48,2,245000,0,490000
550,157,60,Ốp lưng điện thoại #60,8,337000,5,2561200
551,157,49,Bánh cuốn #49,4,781000,15,2655400
552,157,26,Xiaomi 14T,3,263000,0,789000
553,158,35,Kính cường lực,2,490000,15,833000
554,158,15,Cháo sườn,9,442000,5,3779100
555,158,33,Pin dự phòng 10000mAh,8,379000,0,3032000
556,158,10,Xôi gà,5,297000,15,1262250
557,159,59,Nem chua #59,7,194000,5,1290100
558,159,5,Sinh tố bơ,6,570000,5,3249000
559,159,6,Trà sữa trân châu,8,77000,5,585200
560,159,44,OPPO Reno12 #44,1,1171000,0,1171000
561,159,11,Phở bò,3,104000,10,280800
562,160,49,Bánh cuốn #49,10,781000,5,7419500
563,160,11,Phở bò,8,104000,10,748800
564,160,60,Ốp lưng điện thoại #60,3,337000,10,909900
565,160,59,Nem chua #59,1,194000,5,184300
566,161,35,Kính cường lực,10,490000,0,4900000
567,161,7,Nước chanh,3,645000,0,1935000
568,161,5,Sinh tố bơ,6,570000,15,2907000
569,162,43,Xôi gà #43,4,390000,0,1560000
570,162,37,Cáp sạc USB-C #37,4,444000,15,1509600
571,162,7,Nước chanh,5,645000,10,2902500
572,163,35,Kính cường lực,7,490000,0,3430000
573,163,6,Trà sữa trân châu,1,77000,15,65450
574,163,47,Chè đậu đỏ #47,8,710000,10,5112000
575,163,44,OPPO Reno12 #44,1,1171000,0,1171000
576,163,51,iPhone 15 #51,7,325000,10,2047500
577,164,21,Bánh flan,10,557000,0,5570000
578,164,36,Nước cam #36,6,9000,5,51300
579,164,49,Bánh cuốn #49,4,781000,5,2967800
580,164,51,iPhone 15 #51,2,325000,10,585000
581,164,59,Nem chua #59,4,194000,0,776000
582,164,9,Bánh mì thịt,5,528000,0,2640000
583,165,10,Xôi gà,8,297000,5,2257200
584,165,36,Nước cam #36,4,9000,0,36000
585,165,27,OPPO Reno12,2,556000,15,945200
586,165,8,Soda chanh leo,5,1004000,10,4518000
587,165,57,Ốp lưng điện thoại #57,5,16000,5,76000
588,166,60,Ốp lưng điện thoại #60,3,337000,10,909900
589,166,18,Bánh tráng trộn,8,43000,0,344000
590,166,5,Sinh tố bơ,8,570000,0,4560000
591,166,57,Ốp lưng điện thoại #57,9,16000,10,129600
592,167,47,Chè đậu đỏ #47,3,710000,15,1810500
593,167,15,Cháo sườn,5,442000,5,2099500
594,167,25,Samsung Galaxy A55,7,564000,0,3948000
595,168,25,Samsung Galaxy A55,3,564000,0,1692000
596,168,41,Mì Quảng #41,1,15000,0,15000
597,168,11,Phở bò,5,104000,5,494000
598,169,13,Cơm gà,5,128000,15,544000
599,169,5,Sinh tố bơ,9,570000,0,5130000
600,169,26,Xiaomi 14T,1,263000,15,223550
601,170,43,Xôi gà #43,6,390000,15,1989000
602,171,51,iPhone 15 #51,2,325000,0,650000
603,171,11,Phở bò,10,104000,0,1040000
604,171,57,Ốp lưng điện thoại #57,6,16000,0,96000
605,171,26,Xiaomi 14T,10,263000,15,2235500
606,171,49,Bánh cuốn #49,7,781000,15,4646950
607,171,45,Xiaomi 14T #45,4,867000,5,3294600
608,172,43,Xôi gà #43,9,390000,0,3510000
609,172,26,Xiaomi 14T,2,263000,0,526000
610,172,7,Nước chanh,9,645000,5,5514750
611,172,49,Bánh cuốn #49,8,781000,15,5310800
612,173,5,Sinh tố bơ,4,570000,0,2280000
613,173,6,Trà sữa trân châu,9,77000,5,658350
614,173,7,Nước chanh,5,645000,15,2741250
615,174,26,Xiaomi 14T,5,263000,0,1315000
616,174,33,Pin dự phòng 10000mAh,3,379000,5,1080150
617,174,9,Bánh mì thịt,6,528000,15,2692800
618,174,25,Samsung Galaxy A55,7,564000,0,3948000
619,175,44,OPPO Reno12 #44,5,1171000,10,5269500
620,175,10,Xôi gà,2,297000,0,594000
621,175,17,Khoai tây chiên,7,447000,10,2816100
622,176,45,Xiaomi 14T #45,1,867000,5,823650
623,176,13,Cơm gà,4,128000,15,435200
624,177,13,Cơm gà,3,128000,0,384000
625,177,43,Xôi gà #43,3,390000,15,994500
626,177,35,Kính cường lực,10,490000,0,4900000
627,177,45,Xiaomi 14T #45,5,867000,0,4335000
628,177,48,Kính cường lực #48,2,245000,5,465500
629,178,60,Ốp lưng điện thoại #60,10,337000,15,2864500
630,179,7,Nước chanh,10,645000,5,6127500
631,179,41,Mì Quảng #41,10,15000,0,150000
632,180,57,Ốp lưng điện thoại #57,4,16000,0,64000
633,180,44,OPPO Reno12 #44,5,1171000,0,5855000
634,180,47,Chè đậu đỏ #47,8,710000,5,5396000
635,180,49,Bánh cuốn #49,3,781000,5,2225850
636,180,11,Phở bò,4,104000,10,374400
637,180,51,iPhone 15 #51,4,325000,0,1300000
638,181,25,Samsung Galaxy A55,10,564000,15,4794000
639,181,45,Xiaomi 14T #45,8,867000,0,6936000
640,181,38,iPhone 15 #38,1,190000,5,180500
641,182,44,OPPO Reno12 #44,6,1171000,0,7026000
642,182,26,Xiaomi 14T,8,263000,0,2104000
643,182,8,Soda chanh leo,10,1004000,15,8534000
644,182,10,Xôi gà,10,297000,15,2524500
645,182,7,Nước chanh,1,645000,0,645000
646,182,5,Sinh tố bơ,5,570000,10,2565000
647,183,6,Trà sữa trân châu,8,77000,0,616000
648,183,18,Bánh tráng trộn,8,43000,0,344000
649,183,26,Xiaomi 14T,2,263000,0,526000
650,183,17,Khoai tây chiên,9,447000,5,3821850
651,183,51,iPhone 15 #51,3,325000,0,975000
652,184,38,iPhone 15 #38,5,190000,10,855000
653,184,44,OPPO Reno12 #44,5,1171000,10,5269500
654,184,28,Vivo V30,6,437000,5,2490900
655,185,45,Xiaomi 14T #45,3,867000,0,2601000
656,185,7,Nước chanh,8,645000,0,5160000
657,185,20,Nem chua,3,704000,15,1795200
658,185,15,Cháo sườn,8,442000,5,3359200
659,185,59,Nem chua #59,2,194000,5,368600
660,185,11,Phở bò,1,104000,5,98800
661,186,15,Cháo sườn,5,442000,0,2210000
662,186,11,Phở bò,3,104000,15,265200
663,186,37,Cáp sạc USB-C #37,9,444000,0,3996000
664,186,9,Bánh mì thịt,10,528000,15,4488000
665,186,21,Bánh flan,10,557000,0,5570000
666,186,44,OPPO Reno12 #44,10,1171000,0,11710000
667,187,5,Sinh tố bơ,7,570000,0,3990000
668,187,28,Vivo V30,10,437000,0,4370000
669,187,11,Phở bò,6,104000,0,624000
670,188,1,Cà phê đen,10,631000,5,5994500
671,188,36,Nước cam #36,6,9000,15,45900
672,188,6,Trà sữa trân châu,10,77000,0,770000
673,189,8,Soda chanh leo,4,1004000,5,3815200
674,189,39,Samsung Galaxy A55 #39,2,482000,0,964000
675,189,9,Bánh mì thịt,4,528000,0,2112000
676,189,41,Mì Quảng #41,7,15000,5,99750
677,189,26,Xiaomi 14T,5,263000,15,1117750
678,189,57,Ốp lưng điện thoại #57,3,16000,0,48000
679,190,13,Cơm gà,4,128000,5,486400
680,190,37,Cáp sạc USB-C #37,8,444000,5,3374400
681,190,10,Xôi gà,8,297000,0,2376000
682,190,38,iPhone 15 #38,10,190000,10,1710000
683,190,51,iPhone 15 #51,7,325000,0,2275000
684,191,6,Trà sữa trân châu,9,77000,0,693000
685,192,57,Ốp lưng điện thoại #57,2,16000,5,30400
686,192,9,Bánh mì thịt,5,528000,0,2640000
687,192,28,Vivo V30,3,437000,15,1114350
688,192,47,Chè đậu đỏ #47,5,710000,0,3550000
689,192,44,OPPO Reno12 #44,9,1171000,5,10012050
690,193,10,Xôi gà,10,297000,0,2970000
691,193,51,iPhone 15 #51,6,325000,0,1950000
692,193,44,OPPO Reno12 #44,10,1171000,0,11710000
693,193,43,Xôi gà #43,9,390000,0,3510000
694,193,47,Chè đậu đỏ #47,2,710000,15,1207000
695,194,33,Pin dự phòng 10000mAh,3,379000,0,1137000
696,194,35,Kính cường lực,3,490000,0,1470000
697,194,47,Chè đậu đỏ #47,10,710000,0,7100000
698,194,45,Xiaomi 14T #45,2,867000,5,1647300
699,194,26,Xiaomi 14T,9,263000,0,2367000
700,194,17,Khoai tây chiên,1,447000,5,424650
701,195,49,Bánh cuốn #49,5,781000,0,3905000
702,195,33,Pin dự phòng 10000mAh,3,379000,0,1137000
703,195,38,iPhone 15 #38,1,190000,0,190000
704,195,41,Mì Quảng #41,2,15000,0,30000
705,196,59,Nem chua #59,8,194000,0,1552000
706,196,20,Nem chua,8,704000,5,5350400
707,196,9,Bánh mì thịt,1,528000,0,528000
708,196,33,Pin dự phòng 10000mAh,3,379000,0,1137000
709,197,28,Vivo V30,1,437000,0,437000
710,197,41,Mì Quảng #41,1,15000,0,15000
711,198,28,Vivo V30,10,437000,15,3714500
712,198,6,Trà sữa trân châu,10,77000,15,654500
713,198,49,Bánh cuốn #49,8,781000,0,6248000
714,198,41,Mì Quảng #41,1,15000,10,13500
715,198,51,iPhone 15 #51,1,325000,5,308750
716,199,49,Bánh cuốn #49,10,781000,15,6638500
717,200,20,Nem chua,4,704000,10,2534400
718,200,48,Kính cường lực #48,6,245000,10,1323000
719,200,37,Cáp sạc USB-C #37,8,444000,0,3552000
720,200,45,Xiaomi 14T #45,5,867000,15,3684750
721,200,24,iPhone 15,7,26000,5,172900
722,200,26,Xiaomi 14T,6,263000,5,1499100
723,201,18,Bánh tráng trộn,3,43000,10,116100
724,201,20,Nem chua,8,704000,0,5632000
725,202,37,Cáp sạc USB-C #37,5,444000,0,2220000
726,203,24,iPhone 15,2,26000,10,46800
727,204,27,OPPO Reno12,8,556000,5,4225600
728,204,15,Cháo sườn,2,442000,0,884000
729,204,51,iPhone 15 #51,10,325000,10,2925000
730,204,10,Xôi gà,2,297000,10,534600
731,204,7,Nước chanh,1,645000,10,580500
732,205,28,Vivo V30,9,437000,5,3736350
733,205,45,Xiaomi 14T #45,2,867000,0,1734000
734,206,1,Cà phê đen,5,631000,10,2839500
735,206,25,Samsung Galaxy A55,3,564000,0,1692000
736,206,48,Kính cường lực #48,5,245000,0,1225000
737,206,36,Nước cam #36,7,9000,0,63000
738,207,44,OPPO Reno12 #44,7,1171000,5,7787150
739,207,43,Xôi gà #43,9,390000,15,2983500
740,208,8,Soda chanh leo,3,1004000,5,2861400
741,208,9,Bánh mì thịt,1,528000,5,501600
742,208,36,Nước cam #36,1,9000,15,7650
743,208,35,Kính cường lực,3,490000,10,1323000
744,208,41,Mì Quảng #41,1,15000,15,12750
745,209,35,Kính cường lực,7,490000,5,3258500
746,209,37,Cáp sạc USB-C #37,4,444000,10,1598400
747,209,1,Cà phê đen,10,631000,10,5679000
748,209,27,OPPO Reno12,8,556000,15,3780800
749,209,15,Cháo sườn,6,442000,15,2254200
750,209,59,Nem chua #59,7,194000,0,1358000
751,210,13,Cơm gà,9,128000,0,1152000
752,210,57,Ốp lưng điện thoại #57,9,16000,0,144000
753,210,28,Vivo V30,3,437000,0,1311000
754,210,21,Bánh flan,1,557000,10,501300
755,210,9,Bánh mì thịt,10,528000,0,5280000
756,210,26,Xiaomi 14T,4,263000,0,1052000
757,211,51,iPhone 15 #51,1,325000,15,276250
758,211,37,Cáp sạc USB-C #37,2,444000,5,843600
759,211,11,Phở bò,5,104000,10,468000
760,212,59,Nem chua #59,10,194000,15,1649000
761,212,24,iPhone 15,3,26000,15,66300
762,212,37,Cáp sạc USB-C #37,7,444000,10,2797200
763,212,33,Pin dự phòng 10000mAh,4,379000,0,1516000
764,212,28,Vivo V30,6,437000,10,2359800
765,212,36,Nước cam #36,10,9000,0,90000
766,213,9,Bánh mì thịt,1,528000,5,501600
767,214,41,Mì Quảng #41,7,15000,5,99750
768,214,60,Ốp lưng điện thoại #60,8,337000,15,2291600
769,214,57,Ốp lưng điện thoại #57,7,16000,0,112000
770,214,26,Xiaomi 14T,3,263000,10,710100
771,214,49,Bánh cuốn #49,3,781000,5,2225850
772,215,47,Chè đậu đỏ #47,1,710000,15,603500
773,215,48,Kính cường lực #48,3,245000,10,661500
774,216,28,Vivo V30,6,437000,0,2622000
775,216,6,Trà sữa trân châu,6,77000,0,462000
776,216,57,Ốp lưng điện thoại #57,5,16000,5,76000
777,216,15,Cháo sườn,1,442000,0,442000
778,216,11,Phở bò,3,104000,10,280800
779,217,49,Bánh cuốn #49,1,781000,5,741950
780,217,1,Cà phê đen,8,631000,10,4543200
781,217,11,Phở bò,5,104000,10,468000
782,217,37,Cáp sạc USB-C #37,8,444000,0,3552000
783,217,8,Soda chanh leo,7,1004000,5,6676600
784,217,44,OPPO Reno12 #44,10,1171000,0,11710000
785,218,35,Kính cường lực,10,490000,15,4165000
786,218,9,Bánh mì thịt,10,528000,5,5016000
787,219,45,Xiaomi 14T #45,5,867000,10,3901500
788,219,27,OPPO Reno12,2,556000,15,945200
789,219,9,Bánh mì thịt,9,528000,0,4752000
790,219,17,Khoai tây chiên,4,447000,10,1609200
791,219,5,Sinh tố bơ,9,570000,10,4617000
792,219,28,Vivo V30,1,437000,10,393300
793,220,18,Bánh tráng trộn,10,43000,5,408500
794,220,5,Sinh tố bơ,2,570000,10,1026000
795,220,27,OPPO Reno12,10,556000,0,5560000
796,220,21,Bánh flan,7,557000,10,3509100
797,220,25,Samsung Galaxy A55,1,564000,5,535800
798,221,35,Kính cường lực,2,490000,10,882000
799,221,39,Samsung Galaxy A55 #39,3,482000,0,1446000
800,221,26,Xiaomi 14T,3,263000,0,789000
801,221,9,Bánh mì thịt,5,528000,0,2640000
802,221,11,Phở bò,3,104000,0,312000
803,222,7,Nước chanh,7,645000,0,4515000
804,222,33,Pin dự phòng 10000mAh,5,379000,5,1800250
805,222,39,Samsung Galaxy A55 #39,2,482000,0,964000
806,222,10,Xôi gà,4,297000,0,1188000
807,222,35,Kính cường lực,10,490000,10,4410000
808,222,8,Soda chanh leo,4,1004000,5,3815200
809,223,8,Soda chanh leo,4,1004000,0,4016000
810,223,48,Kính cường lực #48,5,245000,10,1102500
811,223,5,Sinh tố bơ,10,570000,15,4845000
812,223,43,Xôi gà #43,2,390000,0,780000
813,224,51,iPhone 15 #51,4,325000,10,1170000
814,224,21,Bánh flan,7,557000,10,3509100
815,224,15,Cháo sườn,8,442000,0,3536000
816,224,38,iPhone 15 #38,1,190000,5,180500
817,224,17,Khoai tây chiên,10,447000,0,4470000
818,224,41,Mì Quảng #41,3,15000,0,45000
819,225,37,Cáp sạc USB-C #37,1,444000,0,444000
820,225,21,Bánh flan,9,557000,10,4511700
821,225,51,iPhone 15 #51,2,325000,0,650000
822,225,28,Vivo V30,2,437000,5,830300
823,226,51,iPhone 15 #51,6,325000,15,1657500
824,226,35,Kính cường lực,5,490000,15,2082500
825,227,36,Nước cam #36,10,9000,5,85500
826,227,5,Sinh tố bơ,1,570000,0,570000
827,227,13,Cơm gà,3,128000,5,364800
828,227,1,Cà phê đen,9,631000,15,4827150
829,228,45,Xiaomi 14T #45,3,867000,15,2210850
830,228,11,Phở bò,1,104000,0,104000
831,228,37,Cáp sạc USB-C #37,8,444000,0,3552000
832,228,39,Samsung Galaxy A55 #39,4,482000,5,1831600
833,228,57,Ốp lưng điện thoại #57,1,16000,0,16000
834,228,20,Nem chua,1,704000,0,704000
835,229,24,iPhone 15,6,26000,0,156000
836,229,49,Bánh cuốn #49,5,781000,5,3709750
837,230,51,iPhone 15 #51,9,325000,0,2925000
838,230,49,Bánh cuốn #49,10,781000,15,6638500
839,230,17,Khoai tây chiên,10,447000,10,4023000
840,231,24,iPhone 15,9,26000,10,210600
841,231,57,Ốp lưng điện thoại #57,5,16000,15,68000
842,231,27,OPPO Reno12,9,556000,5,4753800
843,231,20,Nem chua,1,704000,5,668800
844,231,5,Sinh tố bơ,1,570000,0,570000
845,232,57,Ốp lưng điện thoại #57,1,16000,0,16000
846,232,6,Trà sữa trân châu,7,77000,10,485100
847,232,24,iPhone 15,8,26000,0,208000
848,233,24,iPhone 15,7,26000,0,182000
849,234,10,Xôi gà,6,297000,0,1782000
850,234,5,Sinh tố bơ,4,570000,0,2280000
851,234,48,Kính cường lực #48,8,245000,0,1960000
852,234,44,OPPO Reno12 #44,6,1171000,0,7026000
853,234,59,Nem chua #59,6,194000,10,1047600
854,234,28,Vivo V30,4,437000,0,1748000
855,235,6,Trà sữa trân châu,7,77000,0,539000
856,236,44,OPPO Reno12 #44,7,1171000,5,7787150
857,236,8,Soda chanh leo,2,1004000,10,1807200
858,236,10,Xôi gà,7,297000,0,2079000
859,236,7,Nước chanh,10,645000,15,5482500
860,236,51,iPhone 15 #51,10,325000,0,3250000
861,236,15,Cháo sườn,8,442000,5,3359200
862,237,5,Sinh tố bơ,2,570000,0,1140000
863,237,47,Chè đậu đỏ #47,10,710000,15,6035000
864,237,57,Ốp lưng điện thoại #57,2,16000,10,28800
865,237,36,Nước cam #36,4,9000,10,32400
866,237,20,Nem chua,3,704000,15,1795200
867,237,7,Nước chanh,9,645000,0,5805000
868,238,6,Trà sữa trân châu,3,77000,0,231000
869,238,7,Nước chanh,10,645000,5,6127500
870,239,36,Nước cam #36,1,9000,10,8100
871,239,28,Vivo V30,10,437000,15,3714500
872,239,38,iPhone 15 #38,3,190000,0,570000
873,240,20,Nem chua,6,704000,0,4224000
874,240,8,Soda chanh leo,8,1004000,15,6827200
875,241,33,Pin dự phòng 10000mAh,3,379000,0,1137000
876,241,43,Xôi gà #43,8,390000,0,3120000
877,241,36,Nước cam #36,8,9000,0,72000
878,242,48,Kính cường lực #48,7,245000,0,1715000
879,242,36,Nước cam #36,7,9000,0,63000
880,243,15,Cháo sườn,5,442000,5,2099500
881,244,20,Nem chua,3,704000,0,2112000
882,244,28,Vivo V30,5,437000,15,1857250
883,245,26,Xiaomi 14T,1,263000,15,223550
884,245,10,Xôi gà,3,297000,5,846450
885,246,17,Khoai tây chiên,2,447000,0,894000
886,246,57,Ốp lưng điện thoại #57,3,16000,0,48000
887,246,44,OPPO Reno12 #44,4,1171000,0,4684000
888,247,6,Trà sữa trân châu,9,77000,0,693000
889,247,20,Nem chua,3,704000,0,2112000
890,248,49,Bánh cuốn #49,3,781000,10,2108700
891,248,21,Bánh flan,7,557000,15,3314150
892,248,9,Bánh mì thịt,9,528000,0,4752000
893,248,48,Kính cường lực #48,8,245000,10,1764000
894,248,8,Soda chanh leo,8,1004000,0,8032000
895,249,48,Kính cường lực #48,4,245000,0,980000
896,249,27,OPPO Reno12,4,556000,5,2112800
897,249,41,Mì Quảng #41,4,15000,5,57000
898,249,6,Trà sữa trân châu,4,77000,0,308000
899,250,13,Cơm gà,2,128000,0,256000
900,251,36,Nước cam #36,6,9000,5,51300
901,251,44,OPPO Reno12 #44,6,1171000,0,7026000
902,251,45,Xiaomi 14T #45,7,867000,0,6069000
903,251,47,Chè đậu đỏ #47,3,710000,5,2023500
904,251,43,Xôi gà #43,4,390000,0,1560000
905,252,9,Bánh mì thịt,6,528000,0,3168000
906,252,27,OPPO Reno12,9,556000,0,5004000
907,252,24,iPhone 15,6,26000,0,156000
908,252,10,Xôi gà,6,297000,0,1782000
909,252,11,Phở bò,5,104000,15,442000
910,252,6,Trà sữa trân châu,5,77000,0,385000
911,253,41,Mì Quảng #41,9,15000,0,135000
912,253,1,Cà phê đen,7,631000,0,4417000
913,253,48,Kính cường lực #48,4,245000,15,833000
914,254,47,Chè đậu đỏ #47,4,710000,5,2698000
915,254,36,Nước cam #36,7,9000,0,63000
916,254,9,Bánh mì thịt,8,528000,5,4012800
917,254,35,Kính cường lực,9,490000,0,4410000
918,255,49,Bánh cuốn #49,6,781000,0,4686000
919,256,59,Nem chua #59,3,194000,0,582000
920,256,33,Pin dự phòng 10000mAh,6,379000,10,2046600
921,256,35,Kính cường lực,10,490000,10,4410000
922,256,5,Sinh tố bơ,10,570000,5,5415000
923,256,6,Trà sữa trân châu,7,77000,0,539000
924,256,47,Chè đậu đỏ #47,7,710000,0,4970000
925,257,33,Pin dự phòng 10000mAh,9,379000,0,3411000
926,257,9,Bánh mì thịt,1,528000,15,448800
927,257,17,Khoai tây chiên,10,447000,5,4246500
928,257,10,Xôi gà,1,297000,0,297000
929,258,57,Ốp lưng điện thoại #57,1,16000,0,16000
930,258,8,Soda chanh leo,6,1004000,5,5722800
931,258,47,Chè đậu đỏ #47,7,710000,0,4970000
932,258,7,Nước chanh,2,645000,0,1290000
933,258,38,iPhone 15 #38,9,190000,5,1624500
934,258,26,Xiaomi 14T,8,263000,15,1788400
935,259,48,Kính cường lực #48,4,245000,0,980000
936,259,17,Khoai tây chiên,3,447000,5,1273950
937,259,33,Pin dự phòng 10000mAh,2,379000,5,720100
938,259,20,Nem chua,10,704000,0,7040000
939,259,47,Chè đậu đỏ #47,9,710000,0,6390000
940,259,13,Cơm gà,10,128000,5,1216000
941,260,37,Cáp sạc USB-C #37,7,444000,0,3108000
942,260,33,Pin dự phòng 10000mAh,3,379000,10,1023300
943,260,41,Mì Quảng #41,7,15000,5,99750
944,260,18,Bánh tráng trộn,7,43000,15,255850
945,261,27,OPPO Reno12,5,556000,15,2363000
946,261,59,Nem chua #59,2,194000,15,329800
947,262,10,Xôi gà,9,297000,0,2673000
948,263,5,Sinh tố bơ,6,570000,15,2907000
949,263,8,Soda chanh leo,7,1004000,0,7028000
950,263,47,Chè đậu đỏ #47,7,710000,0,4970000
951,263,39,Samsung Galaxy A55 #39,1,482000,0,482000
952,264,9,Bánh mì thịt,9,528000,15,4039200
953,265,5,Sinh tố bơ,3,570000,0,1710000
954,265,10,Xôi gà,2,297000,10,534600
955,266,45,Xiaomi 14T #45,3,867000,0,2601000
956,266,37,Cáp sạc USB-C #37,1,444000,15,377400
957,267,10,Xôi gà,1,297000,0,297000
958,267,39,Samsung Galaxy A55 #39,7,482000,0,3374000
959,267,33,Pin dự phòng 10000mAh,4,379000,0,1516000
960,267,45,Xiaomi 14T #45,4,867000,0,3468000
961,267,7,Nước chanh,2,645000,0,1290000
962,267,57,Ốp lưng điện thoại #57,7,16000,0,112000
963,268,17,Khoai tây chiên,3,447000,0,1341000
964,269,21,Bánh flan,7,557000,5,3704050
965,269,59,Nem chua #59,2,194000,0,388000
966,270,35,Kính cường lực,2,490000,15,833000
967,270,1,Cà phê đen,5,631000,15,2681750
968,270,39,Samsung Galaxy A55 #39,10,482000,0,4820000
969,270,21,Bánh flan,1,557000,0,557000
970,270,47,Chè đậu đỏ #47,4,710000,5,2698000
971,270,11,Phở bò,5,104000,10,468000
972,271,35,Kính cường lực,7,490000,15,2915500
973,272,48,Kính cường lực #48,9,245000,15,1874250
974,272,8,Soda chanh leo,4,1004000,10,3614400
975,272,36,Nước cam #36,10,9000,15,76500
976,272,5,Sinh tố bơ,1,570000,0,570000
977,272,45,Xiaomi 14T #45,1,867000,10,780300
978,272,20,Nem chua,2,704000,0,1408000
979,273,49,Bánh cuốn #49,3,781000,5,2225850
980,273,28,Vivo V30,4,437000,15,1485800
981,273,20,Nem chua,1,704000,0,704000
982,274,57,Ốp lưng điện thoại #57,7,16000,15,95200
983,275,59,Nem chua #59,4,194000,15,659600
984,275,7,Nước chanh,4,645000,10,2322000
985,276,49,Bánh cuốn #49,2,781000,0,1562000
986,277,21,Bánh flan,8,557000,0,4456000
987,277,25,Samsung Galaxy A55,3,564000,15,1438200
988,277,51,iPhone 15 #51,4,325000,0,1300000
989,277,9,Bánh mì thịt,7,528000,0,3696000
990,277,44,OPPO Reno12 #44,10,1171000,0,11710000
991,278,9,Bánh mì thịt,3,528000,5,1504800
992,278,38,iPhone 15 #38,8,190000,5,1444000
993,278,41,Mì Quảng #41,9,15000,10,121500
994,278,39,Samsung Galaxy A55 #39,7,482000,0,3374000
995,279,59,Nem chua #59,3,194000,0,582000
996,279,15,Cháo sườn,7,442000,5,2939300
997,279,60,Ốp lưng điện thoại #60,5,337000,5,1600750
998,280,48,Kính cường lực #48,3,245000,0,735000
999,280,20,Nem chua,1,704000,0,704000
1000,281,39,Samsung Galaxy A55 #39,10,482000,0,4820000
1001,281,49,Bánh cuốn #49,7,781000,0,5467000
1002,281,33,Pin dự phòng 10000mAh,2,379000,5,720100
1003,282,37,Cáp sạc USB-C #37,7,444000,5,2952600
1004,282,51,iPhone 15 #51,4,325000,0,1300000
1005,282,49,Bánh cuốn #49,8,781000,0,6248000
1006,282,38,iPhone 15 #38,6,190000,15,969000
1007,282,7,Nước chanh,1,645000,15,548250
1008,282,35,Kính cường lực,3,490000,0,1470000
1009,283,17,Khoai tây chiên,10,447000,0,4470000
1010,283,1,Cà phê đen,9,631000,0,5679000
1011,283,11,Phở bò,7,104000,0,728000
1012,283,9,Bánh mì thịt,7,528000,0,3696000
1013,283,39,Samsung Galaxy A55 #39,5,482000,10,2169000
1014,283,20,Nem chua,9,704000,15,5385600
1015,284,9,Bánh mì thịt,4,528000,15,1795200
1016,284,10,Xôi gà,7,297000,15,1767150
1017,284,37,Cáp sạc USB-C #37,5,444000,0,2220000
1018,284,15,Cháo sườn,3,442000,5,1259700
1019,284,27,OPPO Reno12,1,556000,0,556000
1020,284,38,iPhone 15 #38,2,190000,15,323000
1021,285,18,Bánh tráng trộn,3,43000,15,109650
1022,285,38,iPhone 15 #38,3,190000,0,570000
1023,286,18,Bánh tráng trộn,1,43000,15,36550
1024,286,20,Nem chua,3,704000,0,2112000
1025,287,9,Bánh mì thịt,2,528000,5,1003200
1026,287,28,Vivo V30,2,437000,0,874000
1027,288,10,Xôi gà,10,297000,0,2970000
1028,288,1,Cà phê đen,2,631000,0,1262000
1029,288,7,Nước chanh,9,645000,0,5805000
1030,288,27,OPPO Reno12,7,556000,10,3502800
1031,288,59,Nem chua #59,9,194000,0,1746000
1032,288,36,Nước cam #36,8,9000,5,68400
1033,289,35,Kính cường lực,7,490000,5,3258500
1034,289,25,Samsung Galaxy A55,10,564000,0,5640000
1035,289,38,iPhone 15 #38,6,190000,0,1140000
1036,290,5,Sinh tố bơ,9,570000,0,5130000
1037,290,11,Phở bò,4,104000,0,416000
1038,291,20,Nem chua,1,704000,15,598400
1039,291,1,Cà phê đen,6,631000,15,3218100
1040,291,35,Kính cường lực,8,490000,0,3920000
1041,291,5,Sinh tố bơ,10,570000,5,5415000
1042,291,38,iPhone 15 #38,7,190000,15,1130500
1043,291,44,OPPO Reno12 #44,10,1171000,0,11710000
1044,292,20,Nem chua,10,704000,15,5984000
1045,292,15,Cháo sườn,9,442000,0,3978000
1046,292,57,Ốp lưng điện thoại #57,3,16000,5,45600
